fit,wtp,wtp_ypred,TE_MA,TE_UnitTransfer
5.543442482018908,64.7,254.55623467947333,293.44085730985057,2443.730803263323
5.565344189228259,323.1,260.21509566114554,19.462984939292628,409.3759918636243
6.241647023611777,912.8700000000002,512.7038970141572,43.83604488983568,80.28786461504595
3.5640068766115522,21.169999999999998,34.30437438834771,62.04239200920034,7674.179639638028
6.637502858555672,12342.870000000008,762.1868260770634,93.82488168410538,86.66603610253232
6.827543638081868,267.95000000000005,921.9209978846287,244.06456349491643,514.2167679460235
7.185413675497479,742.8300000000002,1319.0351915596223,77.56891772809688,121.55726474581937
5.6686111539138,5113.499999999996,288.63200065718655,94.35549035578005,67.8147290561969
4.36625000419677,22.61,77.74777349264416,243.8645444168251,7179.052762987044
4.144865193904582,32.11780822,62.10911383506693,93.37905441626965,5024.24079014994
7.80668991860276,2561.310000000001,2455.984142773614,4.112187014706796,35.74405949645417
0.2735971220698532,1.0004,0.31468503794383706,68.54407857418661,164413.57754012098
0.9639668560888848,9.139726027,1.622077273438269,82.2524518935641,17907.036806677468
3.88564715380716,30.994520550000008,47.6984476498383,53.89316176997062,5209.950921990855
0.06111210843963599,1.094246575,0.06301808080562266,94.2409615670378,150304.29344833636
0.8753824127433842,1.085354935,1.399792829876831,28.9709738940682,151536.46256525017
4.68738870992717,16.02821179,107.56930338274259,571.1247941573562,10168.106331975107
8.733136198570225,5800.999999999996,6204.158235297632,6.9498058144739865,71.629135843624
8.450444266644604,5800.999999999996,4676.150175823823,19.39061927557618,71.629135843624
3.1405609692578773,88.70000000000003,22.11683105368546,75.06557942087322,1755.4609128651293
3.629084556487933,48.77978521000001,36.67830846143134,24.808384654567575,3273.9259462216273
4.550135220927121,59.24001937999999,93.64520546211368,58.07760774252754,2678.1790872725583
9.22190755111981,8871.999999999998,10115.343376553448,14.0142400423067,81.44957360559772
1.863647073838798,82.41220706999997,5.447207387274548,93.39029061235097,1897.0267612338696
1.3881447197719199,1.00112245,3.007408286487893,200.40364058241752,164294.85796281666
6.899651877275671,1156.0000000000005,990.9293423473745,14.279468655071446,42.369708452540635
5.300741100535678,61.92999999999999,199.48533472106666,222.1142172147048,2557.506587617262
